username,tweet
BalerinaBelinda,Pujian dari pak Habibie.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/fBQ7zAB1PU
nisarahmantika,Prabowo paling teratas di tanah sunda  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/KhELuxeVVI
BaraZhafir,Prabowo Subianto melalui Yayasan Prabowo Subianto Djojohadikusumo memberikan bantuan 25 mobil pemelihara masjid.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
marisauroraa_,Ustaz Das'ad Latief Sebut Prabowo Paling Banyak Manfaatnya untuk Orang Lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
juliotamaa_,"""Kasihan remaja Masjid, mana ada pengusaha, pejabat, tokoh yang mau kasih remaja Masjid mobil. Alhamdulillah Pak Prabowo buktikan hari ini,"" ungkap Ustaz Das'ad Latief.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ranggitaanggra1,Mobil bantuan Prabowo tersebut akan digunakan untuk membersihkan seluruh masjid dan musholla dari Sabang sampai Merauke.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
Tsabrina99,Ustaz Das'ad Latief Sebut Prabowo Paling Banyak Manfaatnya untuk Orang Lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
CalistaKaisa,"Ketua Harian DPP Partai Gerindra, Sufmi Dasco Ahmad mengatakan bahwa Ketua Umum Partai Gerindra Prabowo Subianto sudah ditemui oleh Sandiaga Salahuddin Uno.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
melatiseptian11,"""Nggak ada niatan buat ajarin pak Prabowo mas??"" ucap warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
GaniSamudera,Sekjen Gerindra Ahmad Muzani meminta seluruh pengurus dan kader partainya untuk memasang spanduk bergambar Prabowo Subianto di kampung hingga gang-gang.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
florenza_extika,"Das'ad Latief pun bersaksi dari semua pengusaha, pejabat, tokoh di Indonesia hanya Prabowo Subianto yang punya manfaatnya buat orang lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
DalimaMayasari,"""Kami saksi di Badan Kontak Pengurus Remaja Masjid Indonesia (BKPRMI) Bapak Prabowo adalah yang paling banyak manfaatnya buat orang lain,"" ungkap Ustaz Das'ad Latief.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
JuandaJ04608744,"Fakta menarik, Dari hasil survei itu, Prabowo Subianto unggul di Banten, Jawa Barat dan Jawa Timur.  https://t.co/Uw0RDMzu7j"
BaraZhafir,"""Kasihan remaja Masjid, mana ada pengusaha, pejabat, tokoh yang mau kasih remaja Masjid mobil. Alhamdulillah Pak Prabowo buktikan hari ini,"" ungkap Ustaz Das'ad Latief.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
marisauroraa_,"""Nggak ada niatan buat ajarin pak Prabowo mas??"" ucap warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ShameelaWinarti,"""Nggak ada niatan buat ajarin pak Prabowo mas??"" ucap warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ranggitaanggra1,Prabowo Subianto melalui Yayasan Prabowo Subianto Djojohadikusumo memberikan bantuan 25 mobil pemelihara masjid.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
Tsabrina99,"""Nggak ada niatan buat ajarin pak Prabowo mas??"" ucap warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
CalistaKaisa,"Gerindra Sebut Sandiaga Sudah Temui Prabowo, Patuhi Apa Pun Keputusan Partai  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
melatiseptian11,"""Kayaknya di video selanjutnya pak Prabowo malah ikutan main lato-lato,"" ujar warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Santinugraha16,jawa barat di ungguli oleh Prabowo  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/aiv68L17T2
GaniSamudera,Gerindra Instruksikan Kader Pasang Poster Prabowo Presiden di Kampung.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
DalimaMayasari,"Das'ad Latief pun bersaksi dari semua pengusaha, pejabat, tokoh di Indonesia hanya Prabowo Subianto yang punya manfaatnya buat orang lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
florenza_extika,"Ustaz Das'ad Latief menyebut, Menteri Pertahanan (Menhan) yang juga Ketua Umum Partai Gerindra Prabowo Subianto adalah orang yang paling banyak manfaatnya buat orang lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ranggitaanggra1,"""Kasihan remaja Masjid, mana ada pengusaha, pejabat, tokoh yang mau kasih remaja Masjid mobil. Alhamdulillah Pak Prabowo buktikan hari ini,"" ungkap Ustaz Das'ad Latief.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Ayucalya2,"Jabar, suara nya paling atas.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/6LCtBns00s"
BaraZhafir,"""Kami saksi di Badan Kontak Pengurus Remaja Masjid Indonesia (BKPRMI) Bapak Prabowo adalah yang paling banyak manfaatnya buat orang lain,"" ungkap Ustaz Das'ad Latief.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
marisauroraa_,"""Kayaknya di video selanjutnya pak Prabowo malah ikutan main lato-lato,"" ujar warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ShameelaWinarti,"""Kayaknya di video selanjutnya pak Prabowo malah ikutan main lato-lato,"" ujar warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
juliotamaa_,"""Kami saksi di Badan Kontak Pengurus Remaja Masjid Indonesia (BKPRMI) Bapak Prabowo adalah yang paling banyak manfaatnya buat orang lain,"" ungkap Ustaz Das'ad Latief.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Tsabrina99,"""Kayaknya di video selanjutnya pak Prabowo malah ikutan main lato-lato,"" ujar warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
melatiseptian11,Ada juga netizen yang membayangkan bagaimana Prabowo seandainya ikut mencoba bermain lato-lato bersama Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
GaniSamudera,Mobil bantuan Prabowo tersebut akan digunakan untuk membersihkan seluruh masjid dan musholla dari Sabang sampai Merauke.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
FeliCantika,Salah satu temuan LSN yang menarik dari survei kali ini adalah bahwa Jawa Barat masih dikuasai Prabowo  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/KCOemk9CLd
florenza_extika,Ustaz Das'ad Latief Sebut Prabowo Paling Banyak Manfaatnya untuk Orang Lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
DalimaMayasari,Ustaz Das'ad Latief Sebut Prabowo Paling Banyak Manfaatnya untuk Orang Lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
DalimaMayasari,"Ustaz Das'ad Latief menyebut, Menteri Pertahanan (Menhan) yang juga Ketua Umum Partai Gerindra Prabowo Subianto adalah orang yang paling banyak manfaatnya buat orang lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
BaraZhafir,"Das'ad Latief pun bersaksi dari semua pengusaha, pejabat, tokoh di Indonesia hanya Prabowo Subianto yang punya manfaatnya buat orang lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
marisauroraa_,Ada juga netizen yang membayangkan bagaimana Prabowo seandainya ikut mencoba bermain lato-lato bersama Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ShameelaWinarti,Ada juga netizen yang membayangkan bagaimana Prabowo seandainya ikut mencoba bermain lato-lato bersama Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ranggitaanggra1,Ada juga netizen yang membayangkan bagaimana Prabowo seandainya ikut mencoba bermain lato-lato bersama Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ranggitaanggra1,"""Kami saksi di Badan Kontak Pengurus Remaja Masjid Indonesia (BKPRMI) Bapak Prabowo adalah yang paling banyak manfaatnya buat orang lain,"" ungkap Ustaz Das'ad Latief.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
juliotamaa_,"Das'ad Latief pun bersaksi dari semua pengusaha, pejabat, tokoh di Indonesia hanya Prabowo Subianto yang punya manfaatnya buat orang lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Tsabrina99,Ada juga netizen yang membayangkan bagaimana Prabowo seandainya ikut mencoba bermain lato-lato bersama Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
melatiseptian11,Beberapa dari netizen banyak yang penasaran dengan reaksi Prabowo dari kelanjutan kisah terpergoknya Rizky ketika bermain lato-lato.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
florenza_extika,"""Nggak ada niatan buat ajarin pak Prabowo mas??"" ucap warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
marisauroraa_,Beberapa dari netizen banyak yang penasaran dengan reaksi Prabowo dari kelanjutan kisah terpergoknya Rizky ketika bermain lato-lato.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
BaraZhafir,"Ustaz Das'ad Latief menyebut, Menteri Pertahanan (Menhan) yang juga Ketua Umum Partai Gerindra Prabowo Subianto adalah orang yang paling banyak manfaatnya buat orang lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
JohanJulia3,"Keren banget loh.Dari hasil survei itu, Prabowo Subianto unggul di Banten, Jawa Barat dan Jawa Timur.  Prabowo Lebih Baik Indonesia Terus Maju  @prabowo @Gerindra  https://t.co/Jih8XXtwxJ"
PrisillaLala,Prabowo berpesan kepada para kader untuk bekerja keras menghadapi Pemilihan Umum   @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/XX37gy6RMK
ShameelaWinarti,Beberapa dari netizen banyak yang penasaran dengan reaksi Prabowo dari kelanjutan kisah terpergoknya Rizky ketika bermain lato-lato.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ranggitaanggra1,"Das'ad Latief pun bersaksi dari semua pengusaha, pejabat, tokoh di Indonesia hanya Prabowo Subianto yang punya manfaatnya buat orang lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
juliotamaa_,"Ustaz Das'ad Latief menyebut, Menteri Pertahanan (Menhan) yang juga Ketua Umum Partai Gerindra Prabowo Subianto adalah orang yang paling banyak manfaatnya buat orang lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Tsabrina99,Beberapa dari netizen banyak yang penasaran dengan reaksi Prabowo dari kelanjutan kisah terpergoknya Rizky ketika bermain lato-lato.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
melatiseptian11,"""Siap salah pak Prabowo. Semua gara lato-lato,"" tulis Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
GaniSamudera,"""Kasihan remaja Masjid, mana ada pengusaha, pejabat, tokoh yang mau kasih remaja Masjid mobil. Alhamdulillah Pak Prabowo buktikan hari ini,"" ungkap Ustaz Das'ad Latief.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
florenza_extika,"""Kayaknya di video selanjutnya pak Prabowo malah ikutan main lato-lato,"" ujar warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
DalimaMayasari,"""Nggak ada niatan buat ajarin pak Prabowo mas??"" ucap warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
BaraZhafir,Ustaz Das'ad Latief Sebut Prabowo Paling Banyak Manfaatnya untuk Orang Lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
marisauroraa_,"""Siap salah pak Prabowo. Semua gara lato-lato,"" tulis Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ShameelaWinarti,"""Siap salah pak Prabowo. Semua gara lato-lato,"" tulis Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ranggitaanggra1,"Ustaz Das'ad Latief menyebut, Menteri Pertahanan (Menhan) yang juga Ketua Umum Partai Gerindra Prabowo Subianto adalah orang yang paling banyak manfaatnya buat orang lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
juliotamaa_,Ustaz Das'ad Latief Sebut Prabowo Paling Banyak Manfaatnya untuk Orang Lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
Tsabrina99,"""Siap salah pak Prabowo. Semua gara lato-lato,"" tulis Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
melatiseptian11,Rizky pun langsung berhenti dan sumringah ke arah Prabowo.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
GaniSamudera,"""Kami saksi di Badan Kontak Pengurus Remaja Masjid Indonesia (BKPRMI) Bapak Prabowo adalah yang paling banyak manfaatnya buat orang lain,"" ungkap Ustaz Das'ad Latief.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
WarungSejarahRI,"Bangkitlah bangsaku, Sejahteralh Rakyatku  Tulisan Prabowo Subianto Djojohadikusumo  Tahun 2003 67 halaman  Harga 50.000 Minat?  Cara Order silakan  ‌DM atau klik link WA  https://t.co/KHH9496apg  https://t.co/C77KYf9Ge8"
ranggitaanggra1,Ustaz Das'ad Latief Sebut Prabowo Paling Banyak Manfaatnya untuk Orang Lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
DwiAmandaraina1,Deket nih hubungan pak @prabowo dan pak. Habibie. @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/TlqwR5OEf4
juliotamaa_,"""Nggak ada niatan buat ajarin pak Prabowo mas??"" ucap warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
florenza_extika,Ada juga netizen yang membayangkan bagaimana Prabowo seandainya ikut mencoba bermain lato-lato bersama Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
DalimaMayasari,"""Kayaknya di video selanjutnya pak Prabowo malah ikutan main lato-lato,"" ujar warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Elisaeca2,"merilis hasil survei terbarunya, terkait kandidat calon presiden 2024 Prabowo unggul  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/EaOfiEWwX8"
BaraZhafir,"""Nggak ada niatan buat ajarin pak Prabowo mas??"" ucap warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
marisauroraa_,Rizky pun langsung berhenti dan sumringah ke arah Prabowo.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
Tsabrina99,Rizky pun langsung berhenti dan sumringah ke arah Prabowo.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ShameelaWinarti,Rizky pun langsung berhenti dan sumringah ke arah Prabowo.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
melatiseptian11,Menteri Pertahanan (Menhan) Prabowo Subianto pun memergoki asisten pribadi Rizky Irmansyah yang turut mencoba lato-lato.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
melatiseptian11,Pertemuan antara Sandiaga dengan Prabowo diketahui dari unggahan di akun Instagram pribadi Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) itu.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
GaniSamudera,"Das'ad Latief pun bersaksi dari semua pengusaha, pejabat, tokoh di Indonesia hanya Prabowo Subianto yang punya manfaatnya buat orang lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
florenza_extika,"""Siap salah pak Prabowo. Semua gara lato-lato,"" tulis Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
florenza_extika,Beberapa dari netizen banyak yang penasaran dengan reaksi Prabowo dari kelanjutan kisah terpergoknya Rizky ketika bermain lato-lato.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
DalimaMayasari,Ada juga netizen yang membayangkan bagaimana Prabowo seandainya ikut mencoba bermain lato-lato bersama Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
BaraZhafir,"""Kayaknya di video selanjutnya pak Prabowo malah ikutan main lato-lato,"" ujar warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
marisauroraa_,Menteri Pertahanan (Menhan) Prabowo Subianto pun memergoki asisten pribadi Rizky Irmansyah yang turut mencoba lato-lato.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ShameelaWinarti,Menteri Pertahanan (Menhan) Prabowo Subianto pun memergoki asisten pribadi Rizky Irmansyah yang turut mencoba lato-lato.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ranggitaanggra1,"""Nggak ada niatan buat ajarin pak Prabowo mas??"" ucap warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
juliotamaa_,"""Kayaknya di video selanjutnya pak Prabowo malah ikutan main lato-lato,"" ujar warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Tsabrina99,Menteri Pertahanan (Menhan) Prabowo Subianto pun memergoki asisten pribadi Rizky Irmansyah yang turut mencoba lato-lato.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
Tsabrina99,Pertemuan antara Sandiaga dengan Prabowo diketahui dari unggahan di akun Instagram pribadi Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) itu.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
melatiseptian11,Momen Prabowo Pergoki Aspri Main Lato-Lato Bikin Ngakak.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
GaniSamudera,"Ustaz Das'ad Latief menyebut, Menteri Pertahanan (Menhan) yang juga Ketua Umum Partai Gerindra Prabowo Subianto adalah orang yang paling banyak manfaatnya buat orang lain.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
feicesilia,hasil survei prabowo kuasi suara jawa barat dan menguat di jatim  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/JAf1EofsaE
AlvinAfif1,"Iya bener keren tokoh ini, bagaimana untuk terus kinerja dgn semangat yg kokoh untuk Indonesia.  @prabowo @Gerindra  Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/usTgQFHUWx"
DalimaMayasari,Beberapa dari netizen banyak yang penasaran dengan reaksi Prabowo dari kelanjutan kisah terpergoknya Rizky ketika bermain lato-lato.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
BaraZhafir,Ada juga netizen yang membayangkan bagaimana Prabowo seandainya ikut mencoba bermain lato-lato bersama Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
marisauroraa_,"""Itu yang disampaikan. Sehingga kita sama-sama lihat insya Allah apa yang disampaikan itu yang dilakukan,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
